RESPONSE;CODER;PTYNAME;PTYID;PGID;COUNTRY;CTRYID;YEAR;EUROPARTY;PARTYFAM1;PARTYFAM2;PARTYFAM3;CR2PTYFED;CR9DUESSTATE;CR12MBRNUM;CR13MBRYR;CR14AFFL;CR15AFFLYR;CR16ALLMBR;CR17ALLYR;CR20PPGLDR;CR21ORGLDR;CR22TOPCAND;CR23POLLDR;A4RECPARTYTXT;A5RECPPGTXT;A36MBRSTATE;A47LOWNAME;A67CONOTHER;A77EXCOTHER;A91EXCWOMTXT;A92EXCETHTXT;B2BALLOTTXT;B3CANLAW1TXT;B4CANLAW2TXT;B18CANWOMTXT;B19CANETH;B20CANETHTXT;B21CANRUL1;B22CANRUL2TXT;B23CANRUL3TXT;C11DEPUTY;C12DEPUTYTXT;C21PLTITLE;C30PLAFFLTXT;C58PLVOT2B;C59PLNAME
479;Aylott;Sweden Democrats;19008;1546;Sweden;19;2011;-999;7;7;6;6;Not Applicable;5343;2011;-999;-999;5343;2011;BjÃ¶rn SÃ¶der;Jimmie Ãkesson;Jimmie Ãkesson;Jimmie Ãkesson;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;Party Chair (partiordfÃ¶rande);The party youth organization is represented by its chairperson at the national congress.;-999;Jimmie Ãkesson
480;Aylott;Sweden Democrats;19008;1546;Sweden;19;2012;-999;7;7;6;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;No registration is required. However, registration is needed in order to protect the party name. Doing this requires 1500 signatures.;No rules.;Not Applicable;KommunfÃ¶rening;Not Applicable;Not Applicable;No rules.;No rules.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
481;Aylott;Sweden Democrats;19008;1546;Sweden;19;2013;-999;7;7;6;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
482;Aylott;Sweden Democrats;19008;1546;Sweden;19;2014;-999;7;7;6;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;The system is explicitly based on parties. Parties can, and usually do, register their own party names with the Election Authority (although they can still take part if they do not). They then order their own ballot papers from the relevant county administration, which they then distribute to voters before and on election day. Parties that got at least 1% in one of the two previous elections get the cost ballot papers covered. To be a candidate on a party list, you must be eligible to vote. (Source: Election Authority website 2015-05-10.);No legal rules.;No legal rules.;No rules.;2;No rules.;1;Nomination of candidates;;;;;;;
483;Webb;Conservative Party;20001;773;United Kingdom;20;2005;5;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Leader of the Party;No role.;-999;David Cameron
484;Webb;Conservative Party;20001;773;United Kingdom;20;2010;5;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;If a party wishes to field candidates at elections, and have the party name appear on ballot papers, it must register formally with the Electoral Commission. Registered political parties must then comply with financial regulations and reporting requirements relating to elections, as set out in the Political Parties, Elections and Referendums Act 2000 ('PPERA'). These rules include donation and loan controls, spending controls during regulated elections, annual accounts reporting and annual registration confirmation. Registered parties MUST appoint the following three officers: Party Leader, Party Treasurer, Party Nominating Officer (whose task is to authorize candidates to stand on behalf of the party). A registered party is required to supply a copy of its constitution to the Electoral Commission. The Commission does not stipulate what must be in the party constitution, but it will ensure that there are no provisions that conflict with the requirements of PPERA.;No Legal rules.;No Legal rules.;No rules.;2;No rules.;1;Can vote in person at Special General Meeting of Constituency Association OR in postal ballot of all Constituency Association members, depending on which method is used (procedure can vary from constituency to constituency).;Local party Candidate Selection Committee sifts applications and recommends at least 3 to the Constituency Association Executive Committee. The Executive Committee then interviews these applicants and nominates at least 2 to the Special General Meeting of all Constituency Association Members, which makes the final decision on who will be the candidate. If a sitting MP applies to be re-selected, the local party Executive Committee may re-adopt him or her with no further procedure required. (If the Executive declines to readopt the sitting MP, the latter may ask for a postal ballot of all local members, or be added to a short list of applicants being chosen between by a Special General Meeting).;-888;Not Provided;Not Provided;Not Provided;-888;Not Provided
485;Webb;Conservative Party;20001;773;United Kingdom;20;2011;5;1;1;1;3;Not Applicable;130000;2010;-999;-999;130000;2012;David Cameron;Grant Shapps and Lord Feldman;David Cameron;David Cameron;In order to register with the Electoral Commission parties must pay a fee, draw up a party constitution, issue a financial statement, and choose a leader, treasurer and nominating officer. Parties must supply their names, descriptions and emblems. Registered parties must ensure that all donations and loans over Â£500 come from mainly UK based sources, report donations and loans every quarter, and report weekly during a general election. Parties should also keep to campaign spending limits at elections and keep accurate records of accounts, and send the electoral commission annual accounts if income or expenditure is over Â£250,000.;All MPs must swear an oath of allegiance to the monarch.;Not Applicable;Constituency Association;According to the party website (http://www.conservatives.com/Get_involved/Link_groups.aspx), there are a number of recognized organizations in addition to the women's and youthâs ones. Each of these has representatives at the Conference though they are not listed in the statute: Conservative Christian Fellowship, Conservative Disability Group, Conservative Education Society, Conservative Europe Group, Conservative Foreign and Commonwealth Council, Conservative Friends of Israel, Society of Conservative Lawyers, Conservative Health, Conservative Technology Forum, Conservative Transport Group, Conservative Middle East Council, Conservative Muslim Forum, Conservative Friends of India, Conservative Friends of Pakistan, LGBTory;Not Applicable;;;;;;;;;;;;;;;;;
486;Webb;Conservative Party;20001;773;United Kingdom;20;2012;5;1;1;1;3;Not Applicable;130000;2012;-999;-999;130000;2012;David Cameron;Grant Shapps and Lord Feldman;David Cameron;David Cameron;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
487;Webb;Conservative Party;20001;773;United Kingdom;20;2013;5;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
488;Webb;Conservative Party;20001;773;United Kingdom;20;2014;5;1;1;1;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
489;Webb;Labour Party;20002;1556;United Kingdom;20;2010;2;2;2;2;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;If a party wishes to field candidates at elections, and have the party name appear on ballot papers, it must register formally with the Electoral Commission. Registered political parties must then comply with financial regulations and reporting requirements relating to elections, as set out in the Political Parties, Elections and Referendums Act 2000 ('PPERA'). These rules include donation and loan controls, spending controls during regulated elections, annual accounts reporting and annual registration confirmation. Registered parties MUST appoint the following three officers: Party Leader, Party Treasurer, Party Nominating Officer (whose task is to authorize candidates to stand on behalf of the party). A registered party is required to supply a copy of its constitution to the Electoral Commission. The Commission does not stipulate what must be in the party constitution, but it will ensure that there are no provisions that conflict with the requirements of PPERA.;No legal rules.;No legal rules.;'... targeted action will be taken to increase the representation of women, ethnic minority and disabled members and those from manual and clerical backgrounds on the national panel.' (Rule Book 2010,p.27). Note: 'Targeted action' sometimes entails the use of All-Women Shortlists of nominees.;1;'... targeted action will be taken to increase the representation of women, ethnic minority and disabled members and those from manual and clerical backgrounds on the national panel.' (Rule Book 2010,p.27).;1;The selection of candidates shall consist of a vote, by eliminating ballot, of all eligible individual members of the constituency on the basis of one member one vote' (Rule Book 2010, p27). Thus, individual members make the selection by ballot from the shortlisted nominees. They also have the right to vote on whether a sitting MP should be re-adopted as the candidate for the next election in a 'trigger ballot'. This should happen BEFORE any selection procedure involving other nominees;;;;;;;
490;Webb;Labour Party;20002;1556;United Kingdom;20;2011;2;2;2;2;5;Not Applicable;193300;2011;2750030;2010;2943291;2010;Ed Miliband;Iain McNicol;Ed Miliband;Ed Miliband;In order to register with the Electoral Commission parties must pay a fee, draw up a party constitution, issue a financial statement, and choose a leader, treasurer and nominating officer. Parties must supply their names, descriptions and emblems. Registered parties must ensure that all donations and loans over Â£500 come from mainly UK based sources, report donations and loans every quarter, and report weekly during a general election. Parties should also keep to campaign spending limits at elections and keep accurate records of accounts, and send the electoral commission annual accounts if income or expenditure is over Â£250,000.;All MPs must swear an oath of allegiance to the monarch.;Not Applicable;Branch;The Cooperative Party, The Fabian Society, LGBT Labour, Labour disabled members group, Labour Irish society, National Union of Labour and Socialist Clubs, Scientists for Labour, Socialist Educational association, Socialist Environment and Resources Association, The Socialist Health Association, Society for Labour Lawyers, Labour Animal Welfare Society;Not Applicable;One of the three frontbench Members of Parliament must be a woman. One of the members of the NEC must also be a member of the Young Labour Conference. This person must be a woman every other term.;One member of the NEC is to be elected by the Labour Party Black Socialist Society. This is possible if the membership of the society reaches 2500 and a third of trade unions have affiliated to the society.;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
491;Webb;Labour Party;20002;1556;United Kingdom;20;2012;2;2;2;2;5;Not Applicable;187537;2012;2750030;2010;2943291;2010;Ed Miliband;Iain McNicol;Ed Miliband;Ed Miliband;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
492;Webb;Labour Party;20002;1556;United Kingdom;20;2013;2;2;2;2;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;2;Not Applicable;Not Applicable;Not Applicable;-999;Not Applicable
493;Webb;Labour Party;20002;1556;United Kingdom;20;2014;2;2;2;2;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Not Applicable;Not Applicable;-999;Not Applicable
494;Webb;Liberal Democrats;20003;659;United Kingdom;20;2007;3;3;3;3;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;-888;Not Provided;-888;Not Provided;Not Provided;-888;Not Provided;Leader of the Party;No role.;-999;Nick Clegg
495;Webb;Liberal Democrats;20003;659;United Kingdom;20;2010;3;3;3;3;-888;Not Provided;-888;-888;-888;-888;-888;-888;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;Not Provided;If a party wishes to field candidates at elections, and have the party name appear on ballot papers, it must register formally with the Electoral Commission. Registered political parties must then comply with financial regulations and reporting requirements relating to elections, as set out in the Political Parties, Elections and Referendums Act 2000 ('PPERA'). These rules include donation and loan controls, spending controls during regulated elections, annual accounts reporting and annual registration confirmation. Registered parties MUST appoint the following three officers: Party Leader, Party Treasurer, Party Nominating Officer (whose task is to authorize candidates to stand on behalf of the party). A registered party is required to supply a copy of its constitution to the Electoral Commission. The Commission does not stipulate what must be in the party constitution, but it will ensure that there are no provisions that conflict with the requirements of PPERA.;No legal rules.;No legal rules.;The Federal LibDems Constitution, 2012,p.30 states: 'In deciding whether to enter an applicant on a list, each State Candidates Committee shall take into account...(c) the need to ensure that the (short-)list contains a reasonable balance between both sexes and different age groups, and includes representatives of different social and economic groups and of ethnic minorities'. It goes on to state (p.31): 'Subject to there being a sufficient number of applicants of each sex, short lists of two to four must include at least one member of each sex and short lists of five or more must include at least two members of each sex;;;;;;;;;;;
